word,target,distrOne,distrTwo,corrAns,w1,w2,w3,category,category_lowercase,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,armleg_loop.thisRepN,armleg_loop.thisTrialN,armleg_loop.thisN,armleg_loop.thisIndex,key_resp_2.keys,key_resp_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_6.keys,key_resp_6.rt,key_resp_5.keys,key_resp_5.rt,rating.response,rating.rt,key_resp_7.keys,key_resp_7.rt,key_resp_8.keys,key_resp_8.rt,date,frameRate,expName,session,participant,
STIR,röra,sleva,vispa,2,sleva,röra,vispa,Arm,arm,0,40,40,85,0,1,1,1,,,,,,,,,,,7,3.902,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
STIR,röra,sleva,vispa,2,sleva,röra,vispa,,,0,40,40,85,,,,,,,,,,,,,,,,,return,1.94619466075,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
SNATCH,rycka till sig,knuffa ifrån sig,plocka åt sig,1,rycka till sig,knuffa ifrån sig,plocka åt sig,Leg,leg,0,41,41,77,0,0,0,0,,,,,,,,,,,2,12.562,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
SNATCH,rycka till sig,knuffa ifrån sig,plocka åt sig,1,rycka till sig,knuffa ifrån sig,plocka åt sig,Arm,arm,0,41,41,77,0,1,1,1,,,,,,,,,,,7,0.782,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
SNATCH,rycka till sig,knuffa ifrån sig,plocka åt sig,1,rycka till sig,knuffa ifrån sig,plocka åt sig,,,0,41,41,77,,,,,,,,,,,,,,,,,return,9.1073356837,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
JOG,jogga,spurta,rusa,3,rusa,spurta,jogga,Leg,leg,0,42,42,34,0,0,0,0,,,,,,,,,,,7,2.938,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
JOG,jogga,spurta,rusa,3,rusa,spurta,jogga,Arm,arm,0,42,42,34,0,1,1,1,,,,,,,,,,,3,2.393,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
JOG,jogga,spurta,rusa,3,rusa,spurta,jogga,,,0,42,42,34,,,,,,,,,,,,,,,,,return,1.62768944711,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
POLISH,polera,sopa,tvätta,1,polera,sopa,tvätta,Leg,leg,0,43,43,52,0,0,0,0,,,,,,,,,,,1,3.023,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
POLISH,polera,sopa,tvätta,1,polera,sopa,tvätta,Arm,arm,0,43,43,52,0,1,1,1,,,,,,,,,,,7,0.832,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
POLISH,polera,sopa,tvätta,1,polera,sopa,tvätta,,,0,43,43,52,,,,,,,,,,,,,,,,,return,2.51598940638,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
TWINE,tvinna,binda,knyta,2,binda,tvinna,knyta,Leg,leg,0,44,44,103,0,0,0,0,,,,,,,,,,,1,11.672,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
TWINE,tvinna,binda,knyta,2,binda,tvinna,knyta,Arm,arm,0,44,44,103,0,1,1,1,,,,,,,,,,,7,4.455,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
TWINE,tvinna,binda,knyta,2,binda,tvinna,knyta,,,0,44,44,103,,,,,,,,,,,,,,,,,return,7.27946741094,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
STEP,gå,klampa,traska,2,klampa,gå,traska,Leg,leg,0,45,45,84,0,0,0,0,,,,,,,,,,,7,7.368,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
STEP,gå,klampa,traska,2,klampa,gå,traska,Arm,arm,0,45,45,84,0,1,1,1,,,,,,,,,,,1,29.579,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
STEP,gå,klampa,traska,2,klampa,gå,traska,,,0,45,45,84,,,,,,,,,,,,,,,,,return,4.22710974544,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
CLAW,klösa,nypa,rispa,2,rispa,klösa,nypa,Leg,leg,0,46,46,9,0,0,0,0,,,,,,,,,,,1,8.618,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
CLAW,klösa,nypa,rispa,2,rispa,klösa,nypa,Arm,arm,0,46,46,9,0,1,1,1,,,,,,,,,,,7,5.177,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
CLAW,klösa,nypa,rispa,2,rispa,klösa,nypa,,,0,46,46,9,,,,,,,,,,,,,,,,,return,1.69462223183,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
SCUFF,hasa sig fram,dra sig fram,kasta sig fram,3,kasta sig fram,dra sig fram,hasa sig fram,Leg,leg,0,47,47,67,0,0,0,0,,,,,,,,,,,1,3.958,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
SCUFF,hasa sig fram,dra sig fram,kasta sig fram,3,kasta sig fram,dra sig fram,hasa sig fram,Arm,arm,0,47,47,67,0,1,1,1,,,,,,,,,,,7,0.68,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
SCUFF,hasa sig fram,dra sig fram,kasta sig fram,3,kasta sig fram,dra sig fram,hasa sig fram,,,0,47,47,67,,,,,,,,,,,,,,,,,return,14.3230947819,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
RAMBLE,ströva,strutta,spurta,2,strutta,ströva,spurta,Leg,leg,0,48,48,57,0,0,0,0,,,,,,,,,,,4,4.978,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
RAMBLE,ströva,strutta,spurta,2,strutta,ströva,spurta,Arm,arm,0,48,48,57,0,1,1,1,,,,,,,,,,,4,1.334,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
RAMBLE,ströva,strutta,spurta,2,strutta,ströva,spurta,,,0,48,48,57,,,,,,,,,,,,,,,,,return,16.2180400536,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
TOSS,slänga,fånga,gripa,2,fånga,slänga,gripa,Leg,leg,0,49,49,96,0,0,0,0,,,,,,,,,,,1,5.835,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
TOSS,slänga,fånga,gripa,2,fånga,slänga,gripa,Arm,arm,0,49,49,96,0,1,1,1,,,,,,,,,,,7,1.739,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
TOSS,slänga,fånga,gripa,2,fånga,slänga,gripa,,,0,49,49,96,,,,,,,,,,,,,,,,,return,1.22457394574,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
RUSH,rusa,springa,löpa,1,rusa,löpa,springa,Leg,leg,0,50,50,62,0,0,0,0,,,,,,,,,,,7,4.645,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
RUSH,rusa,springa,löpa,1,rusa,löpa,springa,Arm,arm,0,50,50,62,0,1,1,1,,,,,,,,,,,1,1.152,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
RUSH,rusa,springa,löpa,1,rusa,löpa,springa,,,0,50,50,62,,,,,,,,,,,,,,,,,return,2.44938298043,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
BIND,binda,linda,vinda,3,linda,vinda,binda,Leg,leg,0,51,51,1,0,0,0,0,,,,,,,,,,,1,5.025,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
BIND,binda,linda,vinda,3,linda,vinda,binda,Arm,arm,0,51,51,1,0,1,1,1,,,,,,,,,,,7,1.2,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
BIND,binda,linda,vinda,3,linda,vinda,binda,,,0,51,51,1,,,,,,,,,,,,,,,,,return,1.09080912872,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
SQUEEZE,klämma,knuffa,knäppa,1,klämma,knuffa,knäppa,Leg,leg,0,52,52,80,0,0,0,0,,,,,,,,,,,1,5.716,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
SQUEEZE,klämma,knuffa,knäppa,1,klämma,knuffa,knäppa,Arm,arm,0,52,52,80,0,1,1,1,,,,,,,,,,,7,0.561,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
SQUEEZE,klämma,knuffa,knäppa,1,klämma,knuffa,knäppa,,,0,52,52,80,,,,,,,,,,,,,,,,,return,1.05742175786,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
LIMP,halta,hasa,halka,3,hasa,halka,halta,Leg,leg,0,53,53,41,0,0,0,0,,,,,,,,,,,7,3.825,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
LIMP,halta,hasa,halka,3,hasa,halka,halta,Arm,arm,0,53,53,41,0,1,1,1,,,,,,,,,,,1,0.666,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
LIMP,halta,hasa,halka,3,hasa,halka,halta,,,0,53,53,41,,,,,,,,,,,,,,,,,return,5.43453444685,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
KNEEL,knäböja,krypa,kräla,1,knäböja,krypa,kräla,Leg,leg,0,54,54,37,0,0,0,0,,,,,,,,,,,7,6.041,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
KNEEL,knäböja,krypa,kräla,1,knäböja,krypa,kräla,Arm,arm,0,54,54,37,0,1,1,1,,,,,,,,,,,1,3.73,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
KNEEL,knäböja,krypa,kräla,1,knäböja,krypa,kräla,,,0,54,54,37,,,,,,,,,,,,,,,,,return,5.70277132326,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
STROLL,strosa,trava,marschera,1,strosa,marschera,trava,Leg,leg,0,55,55,89,0,0,0,0,,,,,,,,,,,7,7.4,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
STROLL,strosa,trava,marschera,1,strosa,marschera,trava,Arm,arm,0,55,55,89,0,1,1,1,,,,,,,,,,,1,2.727,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
STROLL,strosa,trava,marschera,1,strosa,marschera,trava,,,0,55,55,89,,,,,,,,,,,,,,,,,return,1.17469913554,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
FLIT,rusa,hasa,svassa,1,rusa,svassa,hasa,Leg,leg,0,56,56,23,0,0,0,0,,,,,,,,,,,4,9.156,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
FLIT,rusa,hasa,svassa,1,rusa,svassa,hasa,Arm,arm,0,56,56,23,0,1,1,1,,,,,,,,,,,4,0.447,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
FLIT,rusa,hasa,svassa,1,rusa,svassa,hasa,,,0,56,56,23,,,,,,,,,,,,,,,,,return,2.381697516,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
BRUSH,borsta,skrubba,putsa,3,skrubba,putsa,borsta,Leg,leg,0,57,57,4,0,0,0,0,,,,,,,,,,,1,9.346,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
BRUSH,borsta,skrubba,putsa,3,skrubba,putsa,borsta,Arm,arm,0,57,57,4,0,1,1,1,,,,,,,,,,,7,3.248,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
BRUSH,borsta,skrubba,putsa,3,skrubba,putsa,borsta,,,0,57,57,4,,,,,,,,,,,,,,,,,return,10.7006946384,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
SWITCH,slå på/av,knäppa,nypa,2,knäppa,slå på/av,nypa,Leg,leg,0,58,58,93,0,0,0,0,,,,,,,,,,,1,5.774,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
SWITCH,slå på/av,knäppa,nypa,2,knäppa,slå på/av,nypa,Arm,arm,0,58,58,93,0,1,1,1,,,,,,,,,,,7,0.866,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
SWITCH,slå på/av,knäppa,nypa,2,knäppa,slå på/av,nypa,,,0,58,58,93,,,,,,,,,,,,,,,,,return,1.17469795022,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
STUMBLE,snubbla,glida,svaja,2,glida,snubbla,svaja,Leg,leg,0,59,59,91,0,0,0,0,,,,,,,,,,,6,32.874,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
STUMBLE,snubbla,glida,svaja,2,glida,snubbla,svaja,Arm,arm,0,59,59,91,0,1,1,1,,,,,,,,,,,1,3.599,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
STUMBLE,snubbla,glida,svaja,2,glida,snubbla,svaja,,,0,59,59,91,,,,,,,,,,,,,,,,,return,49.9443744007,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
SKATE,åka skridskor,åka skidor,åka kälke,2,åka skidor,åka skridskor,åka kälke,Leg,leg,0,60,60,70,0,0,0,0,,,,,,,,,,,7,4.899,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
SKATE,åka skridskor,åka skidor,åka kälke,2,åka skidor,åka skridskor,åka kälke,Arm,arm,0,60,60,70,0,1,1,1,,,,,,,,,,,3,8.38,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
SKATE,åka skridskor,åka skidor,åka kälke,2,åka skidor,åka skridskor,åka kälke,,,0,60,60,70,,,,,,,,,,,,,,,,,return,7.51414741539,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
MOUNT,gå uppför,ströva runt,kliva över,2,ströva runt,gå uppför,kliva över,Leg,leg,0,61,61,43,0,0,0,0,,,,,,,,,,,7,4.581,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
MOUNT,gå uppför,ströva runt,kliva över,2,ströva runt,gå uppför,kliva över,Arm,arm,0,61,61,43,0,1,1,1,,,,,,,,,,,4,3.415,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
MOUNT,gå uppför,ströva runt,kliva över,2,ströva runt,gå uppför,kliva över,,,0,61,61,43,,,,,,,,,,,,,,,,,return,8.16832328641,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
SCRUB,skrubba,sopa,skrapa,1,skrubba,skrapa,sopa,Leg,leg,0,62,62,66,0,0,0,0,,,,,,,,,,,1,12.968,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
SCRUB,skrubba,sopa,skrapa,1,skrubba,skrapa,sopa,Arm,arm,0,62,62,66,0,1,1,1,,,,,,,,,,,7,1.352,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
SCRUB,skrubba,sopa,skrapa,1,skrubba,skrapa,sopa,,,0,62,62,66,,,,,,,,,,,,,,,,,return,5.66938869368,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
DUNK,dunka,dumpa,dunsa,2,dumpa,dunka,dunsa,Leg,leg,0,63,63,20,0,0,0,0,,,,,,,,,,,7,17.489,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
DUNK,dunka,dumpa,dunsa,2,dumpa,dunka,dunsa,Arm,arm,0,63,63,20,0,1,1,1,,,,,,,,,,,7,1.201,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
DUNK,dunka,dumpa,dunsa,2,dumpa,dunka,dunsa,,,0,63,63,20,,,,,,,,,,,,,,,,,return,10.4994395401,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
PULL,dra,slänga,släpa,2,släpa,dra,slänga,Leg,leg,0,64,64,54,0,0,0,0,,,,,,,,,,,4,7.92,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
PULL,dra,slänga,släpa,2,släpa,dra,slänga,Arm,arm,0,64,64,54,0,1,1,1,,,,,,,,,,,7,0.532,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
PULL,dra,slänga,släpa,2,släpa,dra,slänga,,,0,64,64,54,,,,,,,,,,,,,,,,,return,1.97989930291,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
STRUT,svassa,lunka,strosa,1,svassa,strosa,lunka,Leg,leg,0,65,65,90,0,0,0,0,,,,,,,,,,,7,8.821,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
STRUT,svassa,lunka,strosa,1,svassa,strosa,lunka,Arm,arm,0,65,65,90,0,1,1,1,,,,,,,,,,,4,3.516,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
STRUT,svassa,lunka,strosa,1,svassa,strosa,lunka,,,0,65,65,90,,,,,,,,,,,,,,,,,return,11.187021352,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
KNOCK,knacka,krocka,klicka,3,krocka,klicka,knacka,Leg,leg,0,66,66,38,0,0,0,0,,,,,,,,,,,2,10.432,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
KNOCK,knacka,krocka,klicka,3,krocka,klicka,knacka,Arm,arm,0,66,66,38,0,1,1,1,,,,,,,,,,,7,0.716,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
KNOCK,knacka,krocka,klicka,3,krocka,klicka,knacka,,,0,66,66,38,,,,,,,,,,,,,,,,,return,4.91464849067,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
GRAB,gripa tag i,fästa ihop,smälla till,1,gripa tag i,fästa ihop,smälla till,Leg,leg,0,67,67,26,0,0,0,0,,,,,,,,,,,2,7.815,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
GRAB,gripa tag i,fästa ihop,smälla till,1,gripa tag i,fästa ihop,smälla till,Arm,arm,0,67,67,26,0,1,1,1,,,,,,,,,,,7,0.666,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
GRAB,gripa tag i,fästa ihop,smälla till,1,gripa tag i,fästa ihop,smälla till,,,0,67,67,26,,,,,,,,,,,,,,,,,return,2.26480655341,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
CATCH,fånga,krama,omfamna,2,krama,fånga,omfamna,Leg,leg,0,68,68,6,0,0,0,0,,,,,,,,,,,1,4.51,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
CATCH,fånga,krama,omfamna,2,krama,fånga,omfamna,Arm,arm,0,68,68,6,0,1,1,1,,,,,,,,,,,7,1.051,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
CATCH,fånga,krama,omfamna,2,krama,fånga,omfamna,,,0,68,68,6,,,,,,,,,,,,,,,,,return,2.36552695285,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
SLAP,smälla till,knäppa fast,klämma åt,1,smälla till,knäppa fast,klämma åt,Leg,leg,0,69,69,73,0,0,0,0,,,,,,,,,,,1,20.446,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
SLAP,smälla till,knäppa fast,klämma åt,1,smälla till,knäppa fast,klämma åt,Arm,arm,0,69,69,73,0,1,1,1,,,,,,,,,,,7,1.538,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
SLAP,smälla till,knäppa fast,klämma åt,1,smälla till,knäppa fast,klämma åt,,,0,69,69,73,,,,,,,,,,,,,,,,,return,2.55002751924,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
BOUNCE,studsa,dunka,kasta,3,kasta,dunka,studsa,Leg,leg,0,70,70,2,0,0,0,0,,,,,,,,,,,7,8.082,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
BOUNCE,studsa,dunka,kasta,3,kasta,dunka,studsa,Arm,arm,0,70,70,2,0,1,1,1,,,,,,,,,,,3,0.832,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
BOUNCE,studsa,dunka,kasta,3,kasta,dunka,studsa,,,0,70,70,2,,,,,,,,,,,,,,,,,return,4.73028147061,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
STOMP,stampa,stiga,kliva,1,stampa,stiga,kliva,Leg,leg,0,71,71,86,0,0,0,0,,,,,,,,,,,7,3.621,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
STOMP,stampa,stiga,kliva,1,stampa,stiga,kliva,Arm,arm,0,71,71,86,0,1,1,1,,,,,,,,,,,1,0.917,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
STOMP,stampa,stiga,kliva,1,stampa,stiga,kliva,,,0,71,71,86,,,,,,,,,,,,,,,,,return,1.35934194062,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
CLEAN,rengöra,rensa,plocka,2,plocka,rengöra,rensa,Leg,leg,0,72,72,10,0,0,0,0,,,,,,,,,,,1,8.337,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
CLEAN,rengöra,rensa,plocka,2,plocka,rengöra,rensa,Arm,arm,0,72,72,10,0,1,1,1,,,,,,,,,,,7,0.832,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
CLEAN,rengöra,rensa,plocka,2,plocka,rengöra,rensa,,,0,72,72,10,,,,,,,,,,,,,,,,,return,1.19158405299,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
BASH,slå,knuffa,trycka,3,trycka,knuffa,slå,Leg,leg,0,73,73,0,0,0,0,0,,,,,,,,,,,1,6.662,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
BASH,slå,knuffa,trycka,3,trycka,knuffa,slå,Arm,arm,0,73,73,0,0,1,1,1,,,,,,,,,,,7,4.221,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
BASH,slå,knuffa,trycka,3,trycka,knuffa,slå,,,0,73,73,0,,,,,,,,,,,,,,,,,return,5.63602265862,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
TUG,rycka,pressa,slå,2,pressa,rycka,slå,Leg,leg,0,74,74,102,0,0,0,0,,,,,,,,,,,1,17.444,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
TUG,rycka,pressa,slå,2,pressa,rycka,slå,Arm,arm,0,74,74,102,0,1,1,1,,,,,,,,,,,7,0.666,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
TUG,rycka,pressa,slå,2,pressa,rycka,slå,,,0,74,74,102,,,,,,,,,,,,,,,,,return,4.15938911645,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
TRIP,snubbla,stampa,stappla,2,stampa,snubbla,stappla,Leg,leg,0,75,75,99,0,0,0,0,,,,,,,,,,,7,2.483,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
TRIP,snubbla,stampa,stappla,2,stampa,snubbla,stappla,Arm,arm,0,75,75,99,0,1,1,1,,,,,,,,,,,1,0.951,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
TRIP,snubbla,stampa,stappla,2,stampa,snubbla,stappla,,,0,75,75,99,,,,,,,,,,,,,,,,,return,2.85174343144,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
SKIM,skumma,vispa,sleva,3,vispa,sleva,skumma,Leg,leg,0,76,76,71,0,0,0,0,,,,,,,,,,,1,7.174,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
SKIM,skumma,vispa,sleva,3,vispa,sleva,skumma,Arm,arm,0,76,76,71,0,1,1,1,,,,,,,,,,,7,1.655,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
SKIM,skumma,vispa,sleva,3,vispa,sleva,skumma,,,0,76,76,71,,,,,,,,,,,,,,,,,return,1.17466476119,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
FLEE,fly,lyfta,flyga,1,fly,lyfta,flyga,Leg,leg,0,77,77,22,0,0,0,0,,,,,,,,,,,7,4.901,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
FLEE,fly,lyfta,flyga,1,fly,lyfta,flyga,Arm,arm,0,77,77,22,0,1,1,1,,,,,,,,,,,2,1.219,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
FLEE,fly,lyfta,flyga,1,fly,lyfta,flyga,,,0,77,77,22,,,,,,,,,,,,,,,,,return,1.1581899653,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
PINCH,nypa,plocka,pensla,3,pensla,plocka,nypa,Leg,leg,0,78,78,48,0,0,0,0,,,,,,,,,,,1,5.331,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
PINCH,nypa,plocka,pensla,3,pensla,plocka,nypa,Arm,arm,0,78,78,48,0,1,1,1,,,,,,,,,,,7,0.481,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
PINCH,nypa,plocka,pensla,3,pensla,plocka,nypa,,,0,78,78,48,,,,,,,,,,,,,,,,,return,1.22467351283,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
MARCH,marschera,trava,traska,2,trava,marschera,traska,Leg,leg,0,79,79,42,0,0,0,0,,,,,,,,,,,7,3.474,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
MARCH,marschera,trava,traska,2,trava,marschera,traska,Arm,arm,0,79,79,42,0,1,1,1,,,,,,,,,,,4,1.403,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
MARCH,marschera,trava,traska,2,trava,marschera,traska,,,0,79,79,42,,,,,,,,,,,,,,,,,return,1.12455802291,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
SLITHER,hasa,glida,trilla,2,trilla,hasa,glida,Leg,leg,0,80,80,76,0,0,0,0,,,,,,,,,,,4,13.046,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
SLITHER,hasa,glida,trilla,2,trilla,hasa,glida,Arm,arm,0,80,80,76,0,1,1,1,,,,,,,,,,,4,56.242,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
SLITHER,hasa,glida,trilla,2,trilla,hasa,glida,,,0,80,80,76,,,,,,,,,,,,,,,,,return,46.7078089434,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
LIFT,lyfta,pressa,öka,2,pressa,lyfta,öka,Leg,leg,0,81,81,40,0,0,0,0,,,,,,,,,,,3,5.906,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
LIFT,lyfta,pressa,öka,2,pressa,lyfta,öka,Arm,arm,0,81,81,40,0,1,1,1,,,,,,,,,,,7,0.532,,,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
LIFT,lyfta,pressa,öka,2,pressa,lyfta,öka,,,0,81,81,40,,,,,,,,,,,,,,,,,return,1.392756969,,,2018_Jun_13_1344,59.1770947316,verb_norming_oral_input,001,905,
