SubjID,Word,Rating,Task
4,föreslå,6,imageability
5,föreslå,7,imageability
6,föreslå,3,imageability
7,föreslå,4,imageability
8,föreslå,1,imageability
9,föreslå,7,imageability
10,föreslå,7,imageability
11,föreslå,3,imageability
12,föreslå,3,imageability
13,föreslå,4,imageability
14,föreslå,1,imageability
15,föreslå,3,imageability
16,föreslå,2,imageability
17,föreslå,6,imageability
18,föreslå,2,imageability
19,föreslå,3,imageability
20,föreslå,2,imageability
21,föreslå,2,imageability
22,föreslå,3,imageability
23,föreslå,3,imageability
24,föreslå,6,imageability
25,föreslå,5,imageability
1,känna,4,imageability
2,känna,1,imageability
3,känna,7,imageability
4,känna,6,imageability
5,känna,7,imageability
6,känna,2,imageability
7,känna,7,imageability
8,känna,5,imageability
9,känna,7,imageability
10,känna,7,imageability
11,känna,2,imageability
12,känna,5,imageability
13,känna,6,imageability
14,känna,2,imageability
15,känna,2,imageability
16,känna,2,imageability
17,känna,7,imageability
18,känna,2,imageability
19,känna,3,imageability
20,känna,7,imageability
21,känna,2,imageability
22,känna,5,imageability
23,känna,5,imageability
24,känna,7,imageability
25,känna,5,imageability
1,plocka,7,imageability
2,plocka,3,imageability
3,plocka,7,imageability
4,plocka,6,imageability
5,plocka,7,imageability
6,plocka,4,imageability
7,plocka,7,imageability
8,plocka,4,imageability
9,plocka,7,imageability
10,plocka,7,imageability
11,plocka,6,imageability
12,plocka,5,imageability
13,plocka,7,imageability
14,plocka,7,imageability
15,plocka,5,imageability
16,plocka,5,imageability
17,plocka,7,imageability
18,plocka,4,imageability
19,plocka,4,imageability
20,plocka,7,imageability
21,plocka,1,imageability
22,plocka,6,imageability
23,plocka,6,imageability
24,plocka,7,imageability
25,plocka,5,imageability
1,greppa,4,imageability
2,greppa,5,imageability
3,greppa,7,imageability
4,greppa,6,imageability
5,greppa,6,imageability
6,greppa,5,imageability
7,greppa,7,imageability
8,greppa,3,imageability
9,greppa,7,imageability
10,greppa,7,imageability
11,greppa,5,imageability
12,greppa,5,imageability
13,greppa,7,imageability
14,greppa,4,imageability
15,greppa,5,imageability
16,greppa,3,imageability
17,greppa,7,imageability
18,greppa,4,imageability
19,greppa,4,imageability
20,greppa,5,imageability
21,greppa,2,imageability
22,greppa,7,imageability
23,greppa,2,imageability
24,greppa,7,imageability
25,greppa,6,imageability
1,sucka,7,imageability
2,sucka,6,imageability
3,sucka,7,imageability
4,sucka,6,imageability
5,sucka,7,imageability
6,sucka,6,imageability
7,sucka,7,imageability
8,sucka,4,imageability
9,sucka,7,imageability
10,sucka,7,imageability
11,sucka,1,imageability
12,sucka,7,imageability
13,sucka,7,imageability
14,sucka,4,imageability
15,sucka,5,imageability
16,sucka,7,imageability
17,sucka,7,imageability
18,sucka,6,imageability
19,sucka,6,imageability
20,sucka,7,imageability
21,sucka,6,imageability
22,sucka,7,imageability
23,sucka,7,imageability
24,sucka,7,imageability
25,sucka,7,imageability
1,löpa,6,imageability
2,löpa,7,imageability
3,löpa,7,imageability
4,löpa,6,imageability
5,löpa,5,imageability
6,löpa,4,imageability
7,löpa,7,imageability
8,löpa,5,imageability
9,löpa,7,imageability
10,löpa,7,imageability
11,löpa,5,imageability
12,löpa,7,imageability
13,löpa,6,imageability
14,löpa,6,imageability
15,löpa,6,imageability
16,löpa,5,imageability
17,löpa,7,imageability
18,löpa,6,imageability
19,löpa,5,imageability
20,löpa,4,imageability
21,löpa,4,imageability
22,löpa,5,imageability
23,löpa,4,imageability
24,löpa,7,imageability
25,löpa,7,imageability
1,gnugga,6,imageability
2,gnugga,6,imageability
3,gnugga,5,imageability
4,gnugga,6,imageability
5,gnugga,7,imageability
6,gnugga,5,imageability
7,gnugga,7,imageability
8,gnugga,2,imageability
9,gnugga,7,imageability
10,gnugga,7,imageability
11,gnugga,3,imageability
12,gnugga,5,imageability
13,gnugga,7,imageability
14,gnugga,7,imageability
15,gnugga,5,imageability
16,gnugga,5,imageability
17,gnugga,7,imageability
18,gnugga,3,imageability
19,gnugga,5,imageability
20,gnugga,5,imageability
21,gnugga,3,imageability
22,gnugga,7,imageability
23,gnugga,6,imageability
24,gnugga,7,imageability
25,gnugga,7,imageability
1,kasta,7,imageability
2,kasta,3,imageability
3,kasta,7,imageability
4,kasta,6,imageability
5,kasta,7,imageability
6,kasta,5,imageability
7,kasta,7,imageability
8,kasta,1,imageability
9,kasta,7,imageability
10,kasta,7,imageability
11,kasta,5,imageability
12,kasta,7,imageability
13,kasta,7,imageability
14,kasta,7,imageability
15,kasta,6,imageability
16,kasta,7,imageability
17,kasta,7,imageability
18,kasta,2,imageability
19,kasta,6,imageability
20,kasta,6,imageability
21,kasta,3,imageability
22,kasta,7,imageability
23,kasta,6,imageability
24,kasta,7,imageability
25,kasta,7,imageability
1,kila,7,imageability
2,kila,1,imageability
3,kila,7,imageability
4,kila,6,imageability
5,kila,5,imageability
6,kila,2,imageability
7,kila,7,imageability
8,kila,3,imageability
9,kila,7,imageability
10,kila,5,imageability
11,kila,1,imageability
12,kila,5,imageability
13,kila,7,imageability
14,kila,3,imageability
15,kila,4,imageability
16,kila,3,imageability
17,kila,7,imageability
18,kila,5,imageability
19,kila,1,imageability
20,kila,4,imageability
21,kila,3,imageability
22,kila,5,imageability
23,kila,6,imageability
24,kila,7,imageability
25,kila,6,imageability
1,flanera,2,imageability
2,flanera,7,imageability
3,flanera,1,imageability
4,flanera,4,imageability
5,flanera,1,imageability
6,flanera,4,imageability
7,flanera,6,imageability
8,flanera,1,imageability
9,flanera,7,imageability
10,flanera,5,imageability
11,flanera,3,imageability
12,flanera,3,imageability
13,flanera,6,imageability
14,flanera,2,imageability
15,flanera,7,imageability
16,flanera,3,imageability
17,flanera,7,imageability
18,flanera,5,imageability
19,flanera,2,imageability
20,flanera,5,imageability
21,flanera,3,imageability
22,flanera,2,imageability
23,flanera,3,imageability
24,flanera,7,imageability
25,flanera,7,imageability
1,nypa,7,imageability
2,nypa,2,imageability
3,nypa,6,imageability
4,nypa,6,imageability
5,nypa,7,imageability
6,nypa,6,imageability
7,nypa,7,imageability
8,nypa,5,imageability
9,nypa,7,imageability
10,nypa,7,imageability
11,nypa,2,imageability
12,nypa,5,imageability
13,nypa,7,imageability
14,nypa,7,imageability
15,nypa,7,imageability
16,nypa,6,imageability
17,nypa,7,imageability
18,nypa,7,imageability
19,nypa,5,imageability
20,nypa,5,imageability
21,nypa,6,imageability
22,nypa,7,imageability
23,nypa,6,imageability
24,nypa,7,imageability
25,nypa,7,imageability
1,jogga,7,imageability
2,jogga,5,imageability
3,jogga,6,imageability
4,jogga,6,imageability
5,jogga,7,imageability
6,jogga,6,imageability
7,jogga,7,imageability
8,jogga,7,imageability
9,jogga,7,imageability
10,jogga,7,imageability
11,jogga,5,imageability
12,jogga,6,imageability
13,jogga,7,imageability
14,jogga,7,imageability
15,jogga,7,imageability
16,jogga,7,imageability
17,jogga,7,imageability
18,jogga,7,imageability
19,jogga,5,imageability
20,jogga,5,imageability
21,jogga,5,imageability
22,jogga,7,imageability
23,jogga,7,imageability
24,jogga,7,imageability
25,jogga,7,imageability
1,skejta,7,imageability
2,skejta,6,imageability
3,skejta,7,imageability
4,skejta,5,imageability
5,skejta,6,imageability
6,skejta,4,imageability
7,skejta,6,imageability
8,skejta,1,imageability
9,skejta,7,imageability
10,skejta,1,imageability
11,skejta,5,imageability
12,skejta,6,imageability
13,skejta,7,imageability
14,skejta,7,imageability
15,skejta,7,imageability
16,skejta,3,imageability
17,skejta,7,imageability
18,skejta,5,imageability
19,skejta,4,imageability
20,skejta,3,imageability
21,skejta,5,imageability
22,skejta,7,imageability
23,skejta,5,imageability
24,skejta,7,imageability
25,skejta,5,imageability
1,slå,3,imageability
2,slå,2,imageability
3,slå,7,imageability
4,slå,6,imageability
5,slå,7,imageability
6,slå,3,imageability
7,slå,7,imageability
8,slå,1,imageability
9,slå,7,imageability
10,slå,7,imageability
11,slå,7,imageability
12,slå,7,imageability
13,slå,7,imageability
14,slå,7,imageability
15,slå,2,imageability
16,slå,6,imageability
17,slå,7,imageability
18,slå,4,imageability
19,slå,5,imageability
20,slå,7,imageability
21,slå,2,imageability
22,slå,7,imageability
23,slå,6,imageability
24,slå,7,imageability
25,slå,7,imageability
1,klösa,4,imageability
2,klösa,3,imageability
3,klösa,5,imageability
4,klösa,6,imageability
5,klösa,7,imageability
6,klösa,6,imageability
7,klösa,7,imageability
8,klösa,2,imageability
9,klösa,7,imageability
10,klösa,7,imageability
11,klösa,4,imageability
12,klösa,6,imageability
13,klösa,7,imageability
14,klösa,7,imageability
15,klösa,7,imageability
16,klösa,6,imageability
17,klösa,7,imageability
18,klösa,5,imageability
19,klösa,6,imageability
20,klösa,4,imageability
21,klösa,6,imageability
22,klösa,7,imageability
23,klösa,6,imageability
24,klösa,7,imageability
25,klösa,7,imageability
1,sno,5,imageability
2,sno,1,imageability
3,sno,6,imageability
4,sno,6,imageability
5,sno,7,imageability
6,sno,4,imageability
7,sno,7,imageability
8,sno,1,imageability
9,sno,7,imageability
10,sno,4,imageability
11,sno,6,imageability
12,sno,5,imageability
13,sno,7,imageability
14,sno,4,imageability
15,sno,3,imageability
16,sno,5,imageability
17,sno,7,imageability
18,sno,4,imageability
19,sno,3,imageability
20,sno,7,imageability
21,sno,2,imageability
22,sno,7,imageability
23,sno,5,imageability
24,sno,7,imageability
25,sno,7,imageability
1,hissa,5,imageability
2,hissa,6,imageability
3,hissa,7,imageability
4,hissa,5,imageability
5,hissa,5,imageability
6,hissa,3,imageability
7,hissa,7,imageability
8,hissa,3,imageability
9,hissa,7,imageability
10,hissa,7,imageability
11,hissa,6,imageability
12,hissa,6,imageability
13,hissa,6,imageability
14,hissa,4,imageability
15,hissa,7,imageability
16,hissa,5,imageability
17,hissa,6,imageability
18,hissa,2,imageability
19,hissa,2,imageability
20,hissa,5,imageability
21,hissa,3,imageability
22,hissa,5,imageability
23,hissa,3,imageability
24,hissa,7,imageability
25,hissa,7,imageability
1,hoppa,7,imageability
2,hoppa,5,imageability
3,hoppa,7,imageability
4,hoppa,6,imageability
5,hoppa,7,imageability
6,hoppa,5,imageability
7,hoppa,7,imageability
8,hoppa,3,imageability
9,hoppa,7,imageability
10,hoppa,7,imageability
11,hoppa,4,imageability
12,hoppa,7,imageability
13,hoppa,7,imageability
14,hoppa,7,imageability
15,hoppa,5,imageability
16,hoppa,7,imageability
17,hoppa,7,imageability
18,hoppa,6,imageability
19,hoppa,6,imageability
20,hoppa,6,imageability
21,hoppa,2,imageability
22,hoppa,7,imageability
23,hoppa,7,imageability
24,hoppa,7,imageability
25,hoppa,7,imageability
1,ströva,7,imageability
2,ströva,1,imageability
3,ströva,3,imageability
4,ströva,6,imageability
5,ströva,6,imageability
6,ströva,3,imageability
7,ströva,5,imageability
8,ströva,7,imageability
9,ströva,7,imageability
10,ströva,3,imageability
11,ströva,3,imageability
12,ströva,3,imageability
13,ströva,6,imageability
14,ströva,3,imageability
15,ströva,7,imageability
16,ströva,6,imageability
17,ströva,5,imageability
18,ströva,4,imageability
19,ströva,5,imageability
20,ströva,3,imageability
21,ströva,2,imageability
22,ströva,4,imageability
23,ströva,5,imageability
24,ströva,7,imageability
25,ströva,7,imageability
1,skura,7,imageability
2,skura,3,imageability
3,skura,4,imageability
4,skura,4,imageability
5,skura,7,imageability
6,skura,5,imageability
7,skura,7,imageability
8,skura,3,imageability
9,skura,7,imageability
10,skura,5,imageability
11,skura,1,imageability
12,skura,5,imageability
13,skura,7,imageability
14,skura,6,imageability
15,skura,6,imageability
16,skura,6,imageability
17,skura,7,imageability
18,skura,6,imageability
19,skura,6,imageability
20,skura,5,imageability
21,skura,5,imageability
22,skura,7,imageability
23,skura,7,imageability
24,skura,7,imageability
25,skura,7,imageability
1,knacka,5,imageability
2,knacka,5,imageability
3,knacka,7,imageability
4,knacka,6,imageability
5,knacka,7,imageability
6,knacka,6,imageability
7,knacka,7,imageability
8,knacka,1,imageability
9,knacka,7,imageability
10,knacka,7,imageability
11,knacka,5,imageability
12,knacka,6,imageability
13,knacka,7,imageability
14,knacka,7,imageability
15,knacka,7,imageability
16,knacka,7,imageability
17,knacka,7,imageability
18,knacka,5,imageability
19,knacka,5,imageability
20,knacka,7,imageability
21,knacka,4,imageability
22,knacka,7,imageability
23,knacka,6,imageability
24,knacka,7,imageability
25,knacka,7,imageability
1,karva,7,imageability
2,karva,7,imageability
3,karva,1,imageability
4,karva,4,imageability
5,karva,4,imageability
6,karva,3,imageability
7,karva,7,imageability
8,karva,1,imageability
9,karva,7,imageability
10,karva,1,imageability
11,karva,2,imageability
12,karva,5,imageability
13,karva,7,imageability
14,karva,6,imageability
15,karva,7,imageability
16,karva,5,imageability
17,karva,7,imageability
18,karva,2,imageability
19,karva,5,imageability
20,karva,5,imageability
21,karva,4,imageability
22,karva,6,imageability
23,karva,4,imageability
24,karva,7,imageability
25,karva,7,imageability
1,lukta,7,imageability
2,lukta,5,imageability
3,lukta,7,imageability
4,lukta,6,imageability
5,lukta,7,imageability
6,lukta,5,imageability
7,lukta,7,imageability
8,lukta,2,imageability
9,lukta,7,imageability
10,lukta,7,imageability
11,lukta,7,imageability
12,lukta,6,imageability
13,lukta,7,imageability
14,lukta,7,imageability
15,lukta,6,imageability
16,lukta,6,imageability
17,lukta,7,imageability
18,lukta,4,imageability
19,lukta,3,imageability
20,lukta,6,imageability
21,lukta,4,imageability
22,lukta,7,imageability
23,lukta,6,imageability
24,lukta,7,imageability
25,lukta,7,imageability
1,tvinna,7,imageability
2,tvinna,6,imageability
3,tvinna,3,imageability
4,tvinna,4,imageability
5,tvinna,3,imageability
6,tvinna,4,imageability
7,tvinna,7,imageability
8,tvinna,5,imageability
9,tvinna,7,imageability
10,tvinna,4,imageability
11,tvinna,5,imageability
12,tvinna,4,imageability
13,tvinna,7,imageability
14,tvinna,7,imageability
15,tvinna,7,imageability
16,tvinna,4,imageability
17,tvinna,7,imageability
18,tvinna,3,imageability
19,tvinna,5,imageability
20,tvinna,2,imageability
21,tvinna,2,imageability
22,tvinna,7,imageability
23,tvinna,3,imageability
24,tvinna,7,imageability
25,tvinna,7,imageability
1,glida,7,imageability
2,glida,7,imageability
3,glida,7,imageability
4,glida,6,imageability
5,glida,7,imageability
6,glida,4,imageability
7,glida,5,imageability
8,glida,1,imageability
9,glida,7,imageability
10,glida,7,imageability
11,glida,2,imageability
12,glida,5,imageability
13,glida,7,imageability
14,glida,4,imageability
15,glida,6,imageability
16,glida,4,imageability
17,glida,7,imageability
18,glida,5,imageability
19,glida,5,imageability
20,glida,7,imageability
21,glida,4,imageability
22,glida,5,imageability
23,glida,3,imageability
24,glida,7,imageability
25,glida,7,imageability
1,ila,7,imageability
2,ila,5,imageability
3,ila,5,imageability
4,ila,5,imageability
5,ila,3,imageability
6,ila,3,imageability
7,ila,7,imageability
8,ila,1,imageability
9,ila,7,imageability
10,ila,7,imageability
11,ila,2,imageability
12,ila,4,imageability
13,ila,6,imageability
14,ila,2,imageability
15,ila,6,imageability
16,ila,5,imageability
17,ila,7,imageability
18,ila,2,imageability
19,ila,6,imageability
20,ila,4,imageability
21,ila,3,imageability
22,ila,4,imageability
23,ila,2,imageability
24,ila,7,imageability
25,ila,7,imageability
1,gräva,4,imageability
2,gräva,7,imageability
3,gräva,7,imageability
4,gräva,6,imageability
5,gräva,7,imageability
6,gräva,5,imageability
7,gräva,7,imageability
8,gräva,3,imageability
9,gräva,7,imageability
10,gräva,7,imageability
11,gräva,6,imageability
12,gräva,6,imageability
13,gräva,7,imageability
14,gräva,7,imageability
15,gräva,7,imageability
16,gräva,6,imageability
17,gräva,7,imageability
18,gräva,5,imageability
19,gräva,5,imageability
20,gräva,7,imageability
21,gräva,4,imageability
22,gräva,7,imageability
23,gräva,7,imageability
24,gräva,7,imageability
25,gräva,7,imageability
1,anmäla,7,imageability
2,anmäla,2,imageability
3,anmäla,6,imageability
4,anmäla,6,imageability
5,anmäla,7,imageability
6,anmäla,3,imageability
7,anmäla,7,imageability
8,anmäla,1,imageability
9,anmäla,7,imageability
10,anmäla,3,imageability
11,anmäla,1,imageability
12,anmäla,6,imageability
13,anmäla,3,imageability
14,anmäla,4,imageability
15,anmäla,2,imageability
16,anmäla,2,imageability
17,anmäla,7,imageability
18,anmäla,2,imageability
19,anmäla,1,imageability
20,anmäla,5,imageability
21,anmäla,1,imageability
22,anmäla,3,imageability
23,anmäla,4,imageability
24,anmäla,6,imageability
25,anmäla,7,imageability
1,snava,7,imageability
2,snava,3,imageability
3,snava,5,imageability
4,snava,3,imageability
5,snava,2,imageability
6,snava,4,imageability
7,snava,7,imageability
8,snava,2,imageability
9,snava,7,imageability
10,snava,7,imageability
11,snava,5,imageability
12,snava,3,imageability
13,snava,7,imageability
14,snava,6,imageability
15,snava,6,imageability
16,snava,6,imageability
17,snava,7,imageability
18,snava,5,imageability
19,snava,6,imageability
20,snava,7,imageability
21,snava,4,imageability
22,snava,6,imageability
23,snava,6,imageability
24,snava,7,imageability
25,snava,7,imageability
1,släntra,5,imageability
2,släntra,1,imageability
3,släntra,1,imageability
4,släntra,4,imageability
5,släntra,1,imageability
6,släntra,3,imageability
7,släntra,3,imageability
8,släntra,3,imageability
9,släntra,5,imageability
10,släntra,1,imageability
11,släntra,2,imageability
12,släntra,5,imageability
13,släntra,5,imageability
14,släntra,2,imageability
15,släntra,3,imageability
16,släntra,2,imageability
17,släntra,7,imageability
18,släntra,6,imageability
19,släntra,3,imageability
20,släntra,3,imageability
21,släntra,4,imageability
22,släntra,5,imageability
23,släntra,1,imageability
24,släntra,7,imageability
25,släntra,7,imageability
1,ösa,6,imageability
2,ösa,5,imageability
3,ösa,7,imageability
4,ösa,5,imageability
5,ösa,7,imageability
6,ösa,5,imageability
7,ösa,7,imageability
8,ösa,1,imageability
9,ösa,7,imageability
10,ösa,6,imageability
11,ösa,2,imageability
12,ösa,5,imageability
13,ösa,7,imageability
14,ösa,7,imageability
15,ösa,7,imageability
16,ösa,5,imageability
17,ösa,7,imageability
18,ösa,4,imageability
19,ösa,5,imageability
20,ösa,3,imageability
21,ösa,3,imageability
22,ösa,7,imageability
23,ösa,6,imageability
24,ösa,7,imageability
25,ösa,7,imageability
1,norpa,7,imageability
2,norpa,7,imageability
3,norpa,6,imageability
4,norpa,5,imageability
5,norpa,2,imageability
6,norpa,3,imageability
7,norpa,7,imageability
8,norpa,1,imageability
9,norpa,7,imageability
10,norpa,7,imageability
11,norpa,1,imageability
12,norpa,5,imageability
13,norpa,7,imageability
14,norpa,5,imageability
15,norpa,3,imageability
16,norpa,5,imageability
17,norpa,6,imageability
18,norpa,4,imageability
19,norpa,3,imageability
20,norpa,5,imageability
21,norpa,5,imageability
22,norpa,5,imageability
23,norpa,2,imageability
24,norpa,7,imageability
25,norpa,7,imageability
1,fånga,5,imageability
2,fånga,6,imageability
3,fånga,3,imageability
4,fånga,6,imageability
5,fånga,7,imageability
6,fånga,3,imageability
7,fånga,7,imageability
8,fånga,5,imageability
9,fånga,7,imageability
10,fånga,6,imageability
11,fånga,4,imageability
12,fånga,7,imageability
13,fånga,7,imageability
14,fånga,7,imageability
15,fånga,4,imageability
16,fånga,5,imageability
17,fånga,7,imageability
18,fånga,6,imageability
19,fånga,4,imageability
20,fånga,7,imageability
21,fånga,2,imageability
22,fånga,6,imageability
23,fånga,6,imageability
24,fånga,7,imageability
25,fånga,6,imageability
1,tåga,5,imageability
2,tåga,5,imageability
3,tåga,3,imageability
4,tåga,3,imageability
5,tåga,4,imageability
6,tåga,4,imageability
7,tåga,4,imageability
8,tåga,1,imageability
9,tåga,7,imageability
10,tåga,6,imageability
11,tåga,4,imageability
12,tåga,5,imageability
13,tåga,5,imageability
14,tåga,2,imageability
15,tåga,3,imageability
16,tåga,3,imageability
17,tåga,5,imageability
18,tåga,4,imageability
19,tåga,3,imageability
20,tåga,5,imageability
21,tåga,3,imageability
22,tåga,4,imageability
23,tåga,4,imageability
24,tåga,7,imageability
25,tåga,6,imageability
1,sleva,7,imageability
2,sleva,6,imageability
3,sleva,4,imageability
4,sleva,6,imageability
5,sleva,6,imageability
6,sleva,5,imageability
7,sleva,7,imageability
8,sleva,1,imageability
9,sleva,7,imageability
10,sleva,7,imageability
11,sleva,5,imageability
12,sleva,4,imageability
13,sleva,7,imageability
14,sleva,4,imageability
15,sleva,5,imageability
16,sleva,2,imageability
17,sleva,7,imageability
18,sleva,6,imageability
19,sleva,6,imageability
20,sleva,2,imageability
21,sleva,3,imageability
22,sleva,6,imageability
23,sleva,5,imageability
24,sleva,7,imageability
25,sleva,7,imageability
1,signera,4,imageability
2,signera,7,imageability
3,signera,5,imageability
4,signera,5,imageability
5,signera,7,imageability
6,signera,6,imageability
7,signera,7,imageability
8,signera,3,imageability
9,signera,7,imageability
10,signera,7,imageability
11,signera,3,imageability
12,signera,6,imageability
13,signera,7,imageability
14,signera,6,imageability
15,signera,6,imageability
16,signera,6,imageability
17,signera,7,imageability
18,signera,3,imageability
19,signera,6,imageability
20,signera,5,imageability
21,signera,4,imageability
22,signera,7,imageability
23,signera,5,imageability
24,signera,7,imageability
25,signera,7,imageability
1,knalla,4,imageability
2,knalla,6,imageability
3,knalla,5,imageability
4,knalla,6,imageability
5,knalla,3,imageability
6,knalla,3,imageability
7,knalla,7,imageability
8,knalla,1,imageability
9,knalla,7,imageability
10,knalla,6,imageability
11,knalla,2,imageability
12,knalla,5,imageability
13,knalla,6,imageability
14,knalla,3,imageability
15,knalla,5,imageability
16,knalla,5,imageability
17,knalla,5,imageability
18,knalla,3,imageability
19,knalla,3,imageability
20,knalla,2,imageability
21,knalla,2,imageability
22,knalla,4,imageability
23,knalla,2,imageability
24,knalla,7,imageability
25,knalla,7,imageability
1,spraka,7,imageability
2,spraka,3,imageability
3,spraka,1,imageability
4,spraka,6,imageability
5,spraka,7,imageability
6,spraka,3,imageability
7,spraka,7,imageability
8,spraka,5,imageability
9,spraka,7,imageability
10,spraka,7,imageability
11,spraka,4,imageability
12,spraka,4,imageability
13,spraka,5,imageability
14,spraka,4,imageability
15,spraka,7,imageability
16,spraka,7,imageability
17,spraka,7,imageability
18,spraka,6,imageability
19,spraka,5,imageability
20,spraka,3,imageability
21,spraka,6,imageability
22,spraka,4,imageability
23,spraka,5,imageability
24,spraka,7,imageability
25,spraka,6,imageability
1,smyga,7,imageability
2,smyga,5,imageability
3,smyga,5,imageability
4,smyga,6,imageability
5,smyga,7,imageability
6,smyga,6,imageability
7,smyga,7,imageability
8,smyga,1,imageability
9,smyga,7,imageability
10,smyga,7,imageability
11,smyga,4,imageability
12,smyga,6,imageability
13,smyga,7,imageability
14,smyga,7,imageability
15,smyga,5,imageability
16,smyga,6,imageability
17,smyga,7,imageability
18,smyga,6,imageability
19,smyga,6,imageability
20,smyga,7,imageability
21,smyga,6,imageability
22,smyga,7,imageability
23,smyga,6,imageability
24,smyga,7,imageability
25,smyga,7,imageability
1,knata,7,imageability
2,knata,5,imageability
3,knata,5,imageability
4,knata,5,imageability
5,knata,2,imageability
6,knata,3,imageability
7,knata,7,imageability
8,knata,1,imageability
9,knata,6,imageability
10,knata,1,imageability
11,knata,3,imageability
12,knata,3,imageability
13,knata,6,imageability
14,knata,7,imageability
15,knata,5,imageability
16,knata,3,imageability
17,knata,6,imageability
18,knata,6,imageability
19,knata,3,imageability
20,knata,3,imageability
21,knata,3,imageability
22,knata,4,imageability
23,knata,2,imageability
24,knata,6,imageability
25,knata,6,imageability
1,höra,7,imageability
2,höra,2,imageability
3,höra,7,imageability
4,höra,6,imageability
5,höra,7,imageability
6,höra,4,imageability
7,höra,7,imageability
8,höra,3,imageability
9,höra,7,imageability
10,höra,1,imageability
11,höra,3,imageability
12,höra,6,imageability
13,höra,7,imageability
14,höra,7,imageability
15,höra,2,imageability
16,höra,4,imageability
17,höra,7,imageability
18,höra,2,imageability
19,höra,3,imageability
20,höra,6,imageability
21,höra,1,imageability
22,höra,7,imageability
23,höra,3,imageability
24,höra,7,imageability
25,höra,7,imageability
1,peta,7,imageability
2,peta,6,imageability
3,peta,7,imageability
4,peta,6,imageability
5,peta,7,imageability
6,peta,6,imageability
7,peta,7,imageability
8,peta,1,imageability
9,peta,7,imageability
10,peta,7,imageability
11,peta,4,imageability
12,peta,4,imageability
13,peta,7,imageability
14,peta,7,imageability
15,peta,5,imageability
16,peta,5,imageability
17,peta,7,imageability
18,peta,6,imageability
19,peta,6,imageability
20,peta,7,imageability
21,peta,3,imageability
22,peta,7,imageability
23,peta,5,imageability
24,peta,7,imageability
25,peta,7,imageability
1,cykla,7,imageability
2,cykla,5,imageability
3,cykla,7,imageability
4,cykla,6,imageability
5,cykla,7,imageability
6,cykla,6,imageability
7,cykla,7,imageability
8,cykla,5,imageability
9,cykla,7,imageability
10,cykla,7,imageability
11,cykla,7,imageability
12,cykla,7,imageability
13,cykla,7,imageability
14,cykla,7,imageability
15,cykla,7,imageability
16,cykla,7,imageability
17,cykla,7,imageability
18,cykla,7,imageability
19,cykla,6,imageability
20,cykla,5,imageability
21,cykla,5,imageability
22,cykla,7,imageability
23,cykla,7,imageability
24,cykla,7,imageability
25,cykla,7,imageability
1,fläta,7,imageability
2,fläta,3,imageability
3,fläta,3,imageability
4,fläta,6,imageability
5,fläta,6,imageability
6,fläta,6,imageability
7,fläta,7,imageability
8,fläta,1,imageability
9,fläta,7,imageability
10,fläta,7,imageability
11,fläta,7,imageability
12,fläta,7,imageability
13,fläta,7,imageability
14,fläta,7,imageability
15,fläta,7,imageability
16,fläta,7,imageability
17,fläta,7,imageability
18,fläta,5,imageability
19,fläta,4,imageability
20,fläta,7,imageability
21,fläta,4,imageability
22,fläta,7,imageability
23,fläta,7,imageability
24,fläta,7,imageability
25,fläta,7,imageability
1,hota,4,imageability
2,hota,5,imageability
3,hota,6,imageability
4,hota,6,imageability
5,hota,7,imageability
6,hota,3,imageability
7,hota,7,imageability
8,hota,5,imageability
9,hota,7,imageability
10,hota,7,imageability
11,hota,2,imageability
12,hota,7,imageability
13,hota,6,imageability
14,hota,4,imageability
15,hota,6,imageability
16,hota,7,imageability
17,hota,7,imageability
18,hota,5,imageability
19,hota,4,imageability
20,hota,7,imageability
21,hota,4,imageability
22,hota,5,imageability
23,hota,5,imageability
24,hota,7,imageability
25,hota,6,imageability
1,hiva,6,imageability
2,hiva,6,imageability
3,hiva,5,imageability
4,hiva,3,imageability
5,hiva,5,imageability
6,hiva,5,imageability
7,hiva,7,imageability
8,hiva,1,imageability
9,hiva,7,imageability
10,hiva,7,imageability
11,hiva,1,imageability
12,hiva,5,imageability
13,hiva,6,imageability
14,hiva,2,imageability
15,hiva,7,imageability
16,hiva,4,imageability
17,hiva,7,imageability
18,hiva,6,imageability
19,hiva,6,imageability
20,hiva,5,imageability
21,hiva,2,imageability
22,hiva,4,imageability
23,hiva,3,imageability
24,hiva,7,imageability
25,hiva,6,imageability
1,stappla,7,imageability
2,stappla,3,imageability
3,stappla,5,imageability
4,stappla,6,imageability
5,stappla,3,imageability
6,stappla,5,imageability
7,stappla,7,imageability
8,stappla,3,imageability
9,stappla,7,imageability
10,stappla,7,imageability
11,stappla,3,imageability
12,stappla,4,imageability
13,stappla,7,imageability
14,stappla,7,imageability
15,stappla,5,imageability
16,stappla,5,imageability
17,stappla,7,imageability
18,stappla,6,imageability
19,stappla,5,imageability
20,stappla,6,imageability
21,stappla,7,imageability
22,stappla,7,imageability
23,stappla,3,imageability
24,stappla,7,imageability
25,stappla,7,imageability
1,polera,5,imageability
2,polera,5,imageability
3,polera,7,imageability
4,polera,6,imageability
5,polera,7,imageability
6,polera,6,imageability
7,polera,7,imageability
8,polera,1,imageability
9,polera,7,imageability
10,polera,7,imageability
11,polera,7,imageability
12,polera,7,imageability
13,polera,7,imageability
